English,Japanese,context
impacted,	合わせた,I impacted the report.
impacting,	焦点を合わせ直す,They are impacting the results.
impacts,	移す,We found several impacts.
injure,	再フォーカス,This example illustrates how to use the word 'injure'.
injured,	再フォーカス,I injured the report.
injures,	再フォーカス,We found several injures.
injuries,インパクト,We found several injuries.
injuring,	影響,They are injuring the results.
injury,	影響,This example illustrates how to use the word 'injury'.
uninjured,	影響,I uninjured the report.
institute,傷つける,This example illustrates how to use the word 'institute'.
instituted,	傷付いた,I instituted the report.
institutes,	傷つける,We found several institutes.
instituting,	傷害,They are instituting the results.
institution,	負傷,This example illustrates how to use the word 'institution'.
institutional,	怪我,This example illustrates how to use the word 'institutional'.
institutionalise,	無傷,This example illustrates how to use the word 'institutionalise'.
institutionalised,学院,I institutionalised the report.
institutionalises,	制定,We found several institutionalises.
institutionalising,	機関,They are institutionalising the results.
institutionalized,	制定,I institutionalized the report.
institutionalizes,	施設,We found several institutionalizes.
institutionalizing,	機関,They are institutionalizing the results.
institutionally,	制度化,This example illustrates how to use the word 'institutionally'.
institutions,	制度化,We found several institutions.
invest,	施設化,This example illustrates how to use the word 'invest'.
invested,	制度化,I invested the report.
investing,	制度,They are investing the results.
investment,	制度化,This example illustrates how to use the word 'investment'.
investments,	制度化,We found several investments.
investor,	制度的に,She is an investor.
investors,	機関,We found several investors.
invests,投じる,We found several invests.
reinvest,	投資,This example illustrates how to use the word 'reinvest'.
reinvested,	投資,I reinvested the report.
reinvesting,	投資,They are reinvesting the results.
reinvestment,	投資,This example illustrates how to use the word 'reinvestment'.
reinvests,	出資者,We found several reinvests.
item,	投資 家,This example illustrates how to use the word 'item'.
itemisation,	投資,This example illustrates how to use the word 'itemisation'.
itemise,	再,This example illustrates how to use the word 'itemise'.
itemised,	再投資,I itemised the report.
itemises,	逆行,We found several itemises.
itemising,	再,They are itemising the results.
items,	再投資,We found several items.
journal,アイテム,This example illustrates how to use the word 'journal'.
journals,	アイテム化,We found several journals.
maintain,	アイテム,He tries to maintain good health.
maintained,	アイテム別,I maintained the report.
maintaining,	アイテム,They are maintaining the results.
maintains,	アイテム化,We found several maintains.
maintenance,	項目,This example illustrates how to use the word 'maintenance'.
normal,日誌,This example illustrates how to use the word 'normal'.
abnormal,	仕訳 帳,This example illustrates how to use the word 'abnormal'.
abnormally,保つ,This example illustrates how to use the word 'abnormally'.
normalisation,	維持,This example illustrates how to use the word 'normalisation'.
normalise,	維持,This example illustrates how to use the word 'normalise'.
normalised,	維持,I normalised the report.
normalises,	メンテナンス,We found several normalises.
normalising,正常,They are normalising the results.
normalization,	異常,This example illustrates how to use the word 'normalization'.
normalize,	異常に,This example illustrates how to use the word 'normalize'.
normalized,	正常化,I normalized the report.
normalizes,	正規化,We found several normalizes.
normalizing,	正規化,They are normalizing the results.
normality,	標準化,This example illustrates how to use the word 'normality'.
normally,	正規化,This example illustrates how to use the word 'normally'.
obtain,	正常化,You need a permit to obtain that license.
obtainable,	ノーマライズ,This example illustrates how to use the word 'obtainable'.
obtained,	正規化,I obtained the report.
obtaining,	正規化,They are obtaining the results.
obtains,	正規化,We found several obtains.
unobtainable,	正常,This example illustrates how to use the word 'unobtainable'.
