English,Japanese,context
impacts,	移す,We found several impacts.
injure,	再フォーカス,Injure is used frequently in academic and everyday English.
injured,	再フォーカス,I injured the report.
injures,	再フォーカス,We found several injures.
injuries,インパクト,We found several injuries.
injuring,	影響,They are injuring the results.
injury,	影響,Injury is used frequently in academic and everyday English.
uninjured,	影響,I uninjured the report.
institute,傷つける,Institute is used frequently in academic and everyday English.
instituted,	傷付いた,I instituted the report.
institutes,	傷つける,We found several institutes.
instituting,	傷害,They are instituting the results.
institution,	負傷,Institution is used frequently in academic and everyday English.
institutional,	怪我,Institutional is used frequently in academic and everyday English.
institutionalise,	無傷,Institutionalise is used frequently in academic and everyday English.
institutionalised,学院,I institutionalised the report.
institutionalises,	制定,We found several institutionalises.
institutionalising,	機関,They are institutionalising the results.
institutionalized,	制定,I institutionalized the report.
institutionalizes,	施設,We found several institutionalizes.
institutionalizing,	機関,They are institutionalizing the results.
institutionally,	制度化,Institutionally is used frequently in academic and everyday English.
institutions,	制度化,We found several institutions.
invest,	施設化,Invest is used frequently in academic and everyday English.
invested,	制度化,I invested the report.
investing,	制度,They are investing the results.
investment,	制度化,Investment is used frequently in academic and everyday English.
investments,	制度化,We found several investments.
investor,	制度的に,She is an investor.
investors,	機関,We found several investors.
invests,投じる,We found several invests.
reinvest,	投資,Reinvest is used frequently in academic and everyday English.
reinvested,	投資,I reinvested the report.
reinvesting,	投資,They are reinvesting the results.
reinvestment,	投資,Reinvestment is used frequently in academic and everyday English.
reinvests,	出資者,We found several reinvests.
item,	投資 家,Item is used frequently in academic and everyday English.
itemisation,	投資,Itemisation is used frequently in academic and everyday English.
itemise,	再,Itemise is used frequently in academic and everyday English.
itemised,	再投資,I itemised the report.
itemises,	逆行,We found several itemises.
itemising,	再,They are itemising the results.
items,	再投資,We found several items.
journal,アイテム,Journal is used frequently in academic and everyday English.
journals,	アイテム化,We found several journals.
maintain,	アイテム,He tries to maintain good health.
maintained,	アイテム別,I maintained the report.
maintaining,	アイテム,They are maintaining the results.
maintains,	アイテム化,We found several maintains.
maintenance,	項目,Maintenance is used frequently in academic and everyday English.
normal,日誌,Normal is used frequently in academic and everyday English.
abnormal,	仕訳 帳,Abnormal is used frequently in academic and everyday English.
abnormally,保つ,Abnormally is used frequently in academic and everyday English.
